Generation,Grand Mean #Beneficial,Standard Error Beneficial,Grand Mean #Detrimental,Standard Error Detrimental,Grand Mean #Fitness,Standard Error Fitness,,S1 Beneficial,S1 Detrimental,S1 Fitness,,S2 Beneficial ,S2 Detrimental,S2 Fitness,,S3 Beneficial ,S3 Detrimental,S3 Fitness,,S4 Beneficial ,S4 Detrimental,S4 Fitness,,S5 Beneficial ,S5 Detrimental,S5 Fitness,,S6 Beneficial ,S6 Detrimental,S6 Fitness,,S7 Beneficial ,S7 Detrimental,S7 Fitness,,S8 Beneficial ,S8 Detrimental,S8 Fitness,,S9 Beneficial ,S9 Detrimental,S9 Fitness,,S10 Beneficial ,S10 Detrimental,S10 Fitness,,S11 Beneficial ,S11 Detrimental,S11 Fitness,,S12 Beneficial ,S12 Detrimental,S12 Fitness,,S13 Beneficial ,S13 Detrimental,S13 Fitness,,S14 Beneficial ,S14 Detrimental,S14 Fitness,,S15 Beneficial ,S15 Detrimental,S15 Fitness,,S16 Beneficial ,S16 Detrimental,S16  Fitness,,S17 Beneficial ,S17 Detrimental,S17 Fitness,,S18 Beneficial ,S18 Detrimental,S18 Fitness,,S19 Beneficial ,S19 Detrimental,S19 Fitness,,S20 Beneficial ,S20 Detrimental,S20 Fitness,,S21 Beneficial ,S21 Detrimental,S21 Fitness,,S22 Beneficial ,S22 Detrimental,S22 Fitness,,S23 Beneficial ,S23 Detrimental,S23 Fitness,,S24 Beneficial ,S24 Detrimental,S24 Fitness,,S25 Beneficial ,S25 Detrimental,S25 Fitness,,S26 Beneficial ,S26 Detrimental,S26  Fitness,,S27 Beneficial ,S27 Detrimental,S27 Fitness,,S28 Beneficial ,S28 Detrimental,S28 Fitness,,S29 Beneficial ,S29 Detrimental,S29 Fitness,,S30 Beneficial ,S30 Detrimental,S30 Fitness
382,411.802,,273.0056667,,,,,408.28,272.99,1.49624346,,410.13,271.84,1.509451432,,411.32,273.34,1.505379971,,406.65,277.18,1.467429232,,409.84,274.04,1.496103236,,415.38,281.37,1.476692188,,410.42,273.73,1.499934768,,414.57,277.88,1.492508714,,406.97,270.64,1.504277986,,413.93,273.01,1.516657485,,411.23,273.47,1.504254557,,405.94,276.73,1.467310797,,414.54,269.15,1.541076689,,411.8,275.24,1.496547673,,410.51,279.3,1.470448819,,412.27,275.7,1.496118509,,411.64,264.79,1.555352645,,414.47,275.5,1.505010466,,417.19,266.38,1.56689808,,412.73,271.22,1.522162613,,408.19,267.81,1.524805873,,408.36,280.58,1.45598652,,416.2,273.35,1.522925275,,411.37,270.66,1.520423694,,416.31,272.42,1.528583211,,400.9,263.74,1.520820252,,410.94,272.65,1.507705562,,415.66,274.59,1.515251662,,418.66,270.79,1.54699246,,417.66,270.08,1.54705121
383,411.758,,273.038,,,,,408.35,273.19,1.49532434,,410.14,271.91,1.50899708,,411.33,273.57,1.504354696,,406.27,277.13,1.466281514,,409.18,274.4,1.491621927,,415.25,281.57,1.475137023,,410.02,274.03,1.49669277,,414.37,278.42,1.488750682,,407.64,270.28,1.508850095,,414.62,272.66,1.521228077,,411.05,273.78,1.501929077,,405.92,277.14,1.465002324,,414.06,268.65,1.542018814,,411.62,275.38,1.495150351,,409.35,279.14,1.467128117,,413.36,275.02,1.503901835,,411.23,264.5,1.555259203,,414.47,275.62,1.504239778,,417.79,266.45,1.568722098,,412.63,271.79,1.518546419,,407.71,267.34,1.525673158,,407.9,280.46,1.454904592,,416.67,273.47,1.523968664,,410.92,271.18,1.51578246,,416.5,273.19,1.5250259,,400.93,264.34,1.517704391,,411.02,272.86,1.506869229,,416.13,273.6,1.522207223,,418.3,270.11,1.549502171,,418.01,269.96,1.549014524
384,411.9106667,,273.0673333,,,,,407.54,272.62,1.49545316,,410.25,271.87,1.50959511,,411.22,273.47,1.504390217,,406.63,277.37,1.466378003,,409.14,274.77,1.489427619,,415.25,281.41,1.476018589,,410.09,274.72,1.493354795,,415.68,278.9,1.491142472,,407.91,270.08,1.511075532,,414.37,272.47,1.52123653,,410.42,272.93,1.504171967,,405.82,277.33,1.463555182,,414.5,268.84,1.54255018,,412.06,275.79,1.494487992,,409.37,279.14,1.467168119,,413.8,275.08,1.505004226,,411.63,264.84,1.554788002,,414.89,275.72,1.505250978,,417.63,266.09,1.570290669,,413.26,272.37,1.517643686,,407.77,267.06,1.527552052,,408.44,279.97,1.459377419,,417.03,273.62,1.524457613,,411.31,271.15,1.517430008,,417.56,273.84,1.525323145,,400.99,263.94,1.520442631,,411.15,273.66,1.502852288,,416.12,272.97,1.525504178,,417.37,269.78,1.547815238,,418.12,270.22,1.54792636
385,411.921,,273.063,,,,,407.36,272.17,1.497361269,,410.04,271.7,1.509769118,,410.98,273.25,1.504696944,,406.82,277.39,1.467007923,,410.2,275.13,1.491473487,,415.38,280.74,1.480110332,,410.05,274.52,1.494305427,,416.3,279.25,1.491526777,,407.78,270.57,1.507811256,,413.9,272.27,1.5205318,,409.97,272.97,1.502264564,,406.68,277.81,1.464212532,,415.41,268.84,1.545931566,,412.08,276.21,1.49236821,,410.19,279.56,1.467926094,,413.68,274.68,1.506800016,,411.79,265.13,1.553655818,,414.79,276.22,1.502220036,,417.04,265.83,1.569478895,,413.52,272.23,1.519401876,,407.98,267.54,1.525732011,,407.96,280.18,1.456480219,,415.93,272.86,1.5245906,,411.31,271.43,1.515861441,,417.05,273.96,1.52284684,,400.08,263.53,1.519302,,410.59,273.18,1.50351231,,417.49,272.57,1.53274497,,417.24,270.11,1.54535865,,418.04,270.06,1.548367456
386,411.924,,273.0703333,,,,,407.37,271.61,1.500279689,,410.64,271.09,1.515550833,,411.62,273.24,1.507102631,,407.06,277.91,1.465188887,,409.8,275.55,1.487699965,,415.65,280.98,1.479806153,,410.01,274.92,1.492041115,,416.38,278.63,1.495128704,,407.78,271.04,1.50542205,,413.87,272.46,1.519364297,,409.93,273.36,1.500009595,,406.33,278,1.461977751,,415.24,268.94,1.544704554,,412.09,275.9,1.494188694,,410.67,279.39,1.470600903,,413.57,274.4,1.507873298,,411.73,264.96,1.554398907,,414.79,276.56,1.500307551,,416.91,266.31,1.566215428,,413.23,272.4,1.51746214,,407.48,267.19,1.525842389,,408.26,280.82,1.45421268,,416.01,273.06,1.523710584,,410.88,271.62,1.513187513,,416.37,273.49,1.522996714,,399.95,263.02,1.521465708,,411.08,273.28,1.504710706,,418.49,272.6,1.536308147,,417.09,269.77,1.546683754,,417.44,269.61,1.548666835
387,411.924,,273.1183333,,,,,407.52,271.65,1.500618143,,410.81,271.06,1.516263016,,412.14,273.01,1.510231426,,407.59,278.11,1.466048282,,410.23,275.68,1.488641067,,415.85,281.04,1.480139909,,409.31,274.57,1.491410147,,417.68,279.04,1.497640101,,407.09,270.85,1.503981036,,414.17,272.8,1.518545964,,409.83,273.55,1.498576263,,405.92,278.58,1.457556288,,415.41,268.76,1.546369161,,411.26,275.23,1.494692893,,410.78,279.39,1.47098002,,413.11,274.69,1.504547643,,411.14,265.35,1.549914768,,414.79,276.18,1.502416701,,416.97,266.06,1.567988736,,412.59,272.66,1.513608992,,406.75,267.05,1.523693891,,408.53,280.34,1.457634566,,416.04,273.63,1.520660596,,410.89,271.61,1.513283182,,415.99,273.28,1.522918153,,400.48,263.34,1.521618575,,410.96,273.98,1.500471323,,418.87,272.13,1.540168745,,417.09,270.04,1.545155164,,417.93,269.89,1.548874981
388,411.9633333,,273.1163333,,,,,407.62,271.82,1.500173409,,410.79,270.74,1.51785737,,411.89,272.67,1.51111966,,408.27,278.3,1.467527963,,410.25,275.92,1.487548101,,415.95,281.08,1.480347258,,409.17,273.84,1.494796182,,418.36,278.81,1.501238684,,407.31,270.62,1.506092965,,414.77,273.26,1.518157238,,409.9,273.52,1.499150167,,405.39,278.66,1.455217635,,415.61,268.91,1.546206893,,410.85,275.61,1.491194837,,409.71,279.45,1.466819943,,413.28,274.25,1.507634332,,410.64,265.78,1.545466269,,414.14,276.08,1.500551506,,417.14,265.97,1.569033794,,412.73,272.77,1.513524798,,406.5,266.86,1.523771783,,409.36,280.69,1.458838987,,416.45,273.6,1.522299569,,411.01,271.9,1.512018531,,415.77,272.68,1.52545199,,400.79,263.15,1.523807606,,410.39,274.03,1.498156841,,418.96,272.18,1.540147711,,417.49,270.36,1.544949507,,418.41,269.98,1.550217181
389,412.1813333,,273.128,,,,,406.74,271.84,1.496716196,,410.83,270.78,1.51771406,,412.17,272.09,1.515460789,,408.63,278.26,1.469037722,,410.79,275.89,1.48967174,,415.24,281.14,1.477515742,,408.88,273.81,1.493873008,,418.12,278.97,1.499586429,,407.79,270.84,1.506770914,,414.71,273.75,1.515397713,,409.6,273.48,1.498246741,,407.39,278.99,1.460724127,,416.33,268.1,1.553743675,,410.71,275.22,1.492729005,,410.29,279.33,1.469550421,,413.88,274.44,1.508882786,,410.61,266.02,1.543992321,,414.04,275.27,1.5045277,,417.32,266.12,1.568673768,,413.18,272.59,1.5162577,,407.07,267.12,1.524352274,,408.79,280.78,1.456280885,,415.66,273.93,1.517588044,,412.13,271.8,1.516827995,,416.51,272.62,1.528676634,,400.28,262.72,1.524349178,,411.47,274.4,1.500000452,,419.34,272.66,1.538776823,,418.44,270.44,1.548040517,,418.5,270.44,1.547918743
390,412.1833333,,273.113,,,,,407.07,271.61,1.499335232,,410.87,270.97,1.51674431,,412.16,272.89,1.511037472,,409.27,278.19,1.471688637,,410.92,275.97,1.489682862,,415.11,281.36,1.475830207,,408.38,273.75,1.492463357,,417.7,278.21,1.502356654,,407.89,270.54,1.508725706,,415.39,273.73,1.518143851,,409.67,273.45,1.498696953,,407.91,279.1,1.461983327,,415.95,267.98,1.552866559,,411.76,275.48,1.495050128,,410.33,279.22,1.470225684,,414.04,274.66,1.508283829,,410.72,266.54,1.541477421,,413.74,276.26,1.498004837,,416.3,265.7,1.567486345,,413.31,272.62,1.516650399,,406.92,267.48,1.521755577,,409.62,281.02,1.458166947,,414.78,273.76,1.515310731,,412.57,271.93,1.517865255,,415.8,272.34,1.527500313,,399.67,262.3,1.524496389,,411.5,274.11,1.501644261,,419.21,271.99,1.541961439,,418.23,270.09,1.549237617,,418.71,270.14,1.55047804
391,412.1396667,,273.178,,,,,406.68,271.86,1.496513135,,411.1,270.81,1.518371391,,411.39,273.1,1.506931541,,409.43,278.41,1.471160271,,411.24,276.38,1.488761279,,414.47,280.82,1.476398976,,408.03,273.7,1.491634274,,417.84,278.52,1.501123718,,407.3,270.32,1.507726118,,414.77,273.35,1.517948996,,408.92,273.69,1.494624917,,407.53,279.13,1.460429254,,416.07,267.91,1.553712241,,412.07,275.64,1.495367981,,409.7,279.06,1.468758352,,413.79,274.68,1.507294308,,410.92,266.65,1.541638715,,413.9,276.87,1.495279279,,415.61,265.75,1.564480924,,413.54,272.2,1.519749401,,407.17,267.32,1.523607434,,409.61,280.98,1.458326032,,416.39,274.3,1.518287629,,412.45,271.56,1.519496024,,416.26,272.25,1.529842401,,398.61,262.29,1.520359032,,411.88,274.16,1.502708014,,420.05,272.48,1.542343613,,418.27,270.33,1.548043928,,419.2,270.82,1.548498682
392,412.0536667,,273.2746667,,,,,406.51,271.91,1.49560037,,411.37,271.3,1.51678925,,411.57,272.79,1.509294833,,409.45,278.58,1.470368536,,411.72,276.46,1.490011221,,414.57,280.42,1.478844455,,407.64,274.2,1.487602063,,417.31,277.97,1.501959795,,406.9,269.62,1.510005142,,415.04,273.52,1.518037936,,409.05,273.99,1.493699212,,407.88,279.79,1.458162472,,415.21,268.13,1.549173733,,412.26,275.91,1.494689492,,410.03,279.27,1.468875957,,413.73,275.43,1.503050133,,410.57,266.87,1.539013084,,413.42,276.98,1.492904822,,414.88,265.67,1.562241153,,413.77,272.25,1.520251426,,406.4,267.07,1.522098949,,409.39,281.22,1.456376573,,416.42,274.59,1.516843062,,412.77,270.93,1.524203175,,415.8,272.49,1.526726985,,399,262.84,1.518643503,,411.58,274.63,1.499087623,,420.19,272.77,1.541234985,,417.78,269.82,1.54908146,,419.4,270.82,1.549278709
393,412.114,,273.3006667,,,,,406.5,271.61,1.497211882,,410.32,271.02,1.514572138,,411.37,272.61,1.509438494,,410.24,278.6,1.473074087,,411.05,276.37,1.488109409,,415.36,280.99,1.47878352,,408.22,272.94,1.496639975,,418.15,277.98,1.504989907,,406.86,269.77,1.50894534,,415.38,273.39,1.520058081,,408.87,274.12,1.492430979,,408.25,280.48,1.455940841,,414.56,268.14,1.54661009,,412.82,276.13,1.49546337,,410.77,278.77,1.474123876,,414.1,275.13,1.506036061,,410.93,267.92,1.534306488,,413.23,276.76,1.493424324,,415.26,266.04,1.561448145,,413.95,271.86,1.523237156,,406.37,267.44,1.519830864,,408.9,281.05,1.455605783,,417.17,274.81,1.518375064,,413.81,270.95,1.527852368,,414.79,272.38,1.5235844,,399.1,263.1,1.517442384,,410.83,274.46,1.497288902,,419.94,273.34,1.536948605,,417.3,270.24,1.54487451,,419.02,270.62,1.54902286
394,412.1276667,,273.3623333,,,,,406.7,272.01,1.495722549,,410.35,271.93,1.509608265,,410.58,272.55,1.506848787,,411.12,279.02,1.473910955,,410.68,276.26,1.487485622,,414.68,280.94,1.476521822,,407.54,272.79,1.494949522,,417.56,278.21,1.501469331,,406.56,269.67,1.508505653,,415,273.39,1.51868211,,407.97,273.61,1.491885623,,408.7,280.48,1.457502748,,415.07,268.74,1.545111092,,412.64,276.15,1.494772441,,411.42,278.53,1.477647989,,413.73,274.26,1.509521244,,411.7,268.38,1.534585312,,412.81,276.69,1.492294416,,415.68,266.42,1.560697532,,413.65,272.01,1.521301874,,406.67,267.26,1.522006743,,408.91,280.85,1.456452273,,417.64,275.04,1.518916716,,413.9,270.93,1.528315067,,414.05,272.62,1.519494102,,399.29,262.84,1.519540458,,411.07,274.62,1.497436574,,420.16,273.18,1.538603987,,417.93,270.48,1.545955772,,420.07,271.01,1.55070635
395,412.2066667,,273.4153333,,,,,406.58,271.86,1.496088268,,410.02,271.71,1.509609145,,410.96,272.85,1.506616,,411.68,278.82,1.477080199,,410.89,275.28,1.493605764,,414.09,281.19,1.473042492,,408.23,272.19,1.500660065,,418.08,278.39,1.502415907,,406.76,269.91,1.50778682,,415.18,273.42,1.519157754,,407.99,274.26,1.488409194,,409.06,281,1.456087664,,415.65,268.97,1.546129167,,412.69,275.9,1.496384505,,411.81,277.98,1.482136025,,413.62,273.86,1.511344544,,411.82,268.38,1.534982212,,412.65,276.89,1.490677816,,415.42,266.62,1.558596041,,413.69,272.02,1.521328618,,406.85,267.68,1.520262771,,408.75,280.93,1.455482707,,417.58,275.5,1.516184673,,413.81,271.11,1.527004003,,414.11,273,1.517541366,,398.6,263.41,1.513738352,,410.99,274.43,1.498177979,,420.54,273.79,1.53651021,,417.59,270.55,1.544248287,,420.51,270.56,1.554902459
396,412.1473333,,273.3866667,,,,,406.16,272.22,1.492474959,,410.23,271.38,1.512181336,,410.06,272.37,1.505979309,,412.5,279.2,1.477955099,,410.31,274.33,1.496475475,,414.12,281.12,1.473625947,,408.6,271.99,1.503139436,,417.18,278.24,1.499823106,,406.53,269.94,1.506866571,,415.64,272.78,1.524386558,,407.83,274.02,1.48935587,,408.58,281.31,1.452915107,,415.75,269.17,1.545327876,,412.46,275.84,1.495791408,,412.57,277.68,1.486549618,,414.15,273.96,1.512648202,,412.11,268.56,1.534955882,,412.45,276.67,1.491134931,,415.39,267.34,1.554257377,,412.77,271.85,1.518920397,,406.48,268.04,1.516908068,,409.77,281.23,1.457584957,,418.08,275.84,1.516120447,,414.13,270.85,1.529478338,,413.55,272.6,1.51774632,,397.66,263.38,1.510339559,,411.3,274.25,1.500098988,,420.62,274.32,1.53375042,,417.19,270.68,1.5418757,,420.25,270.44,1.554597502
397,412.306,,273.355,,,,,406.83,272.45,1.493756765,,410.64,271.84,1.511097224,,410.29,272.42,1.506536586,,412.51,279.41,1.476885129,,410.76,274.73,1.495867335,,414.22,281.19,1.473617078,,408.41,271.53,1.505146816,,418.05,277.88,1.505171485,,406.05,270.05,1.504450631,,414.86,272.14,1.524921031,,407.56,274.08,1.488032495,,408.89,281.21,1.454505491,,415.19,268.95,1.544588848,,412.61,275.85,1.496163115,,412.88,277.25,1.489970529,,413.77,273.7,1.512530674,,412.26,268.72,1.534635219,,412.89,277.04,1.490830053,,414.78,267.07,1.553542933,,412.66,271.76,1.519088957,,406.4,267.92,1.517233834,,409.65,280.86,1.459149362,,418.07,275.49,1.518084193,,415.37,270.54,1.535700533,,413.97,272.92,1.517568023,,397.5,263.05,1.511589788,,412.23,275.45,1.496973708,,421.64,274.72,1.535409965,,417.9,270.32,1.546598555,,420.34,270.11,1.556758288
398,412.4483333,,273.3326667,,,,,407.57,272.71,1.495121587,,411.35,272.57,1.509699304,,411.14,272.75,1.507831982,,413.51,279.7,1.478894037,,410.18,274.75,1.493568889,,413.88,281.28,1.47192987,,408.07,270.82,1.507845551,,417.72,278.46,1.500816019,,405.93,269.1,1.509205099,,415.54,272.39,1.526250618,,408.39,274.01,1.49146819,,408.93,281.15,1.455183674,,414.97,269.12,1.542779241,,413.37,275.85,1.499044491,,413.04,277.75,1.488020696,,413.4,272.5,1.517677247,,411.98,268.84,1.532966786,,413.56,276.68,1.495235735,,416.2,267.73,1.555001643,,412.26,270.81,1.523136365,,405.98,267.65,1.517282251,,409.41,280.23,1.461750549,,417.66,275.64,1.515625797,,415.67,270.39,1.537626089,,414.05,273.43,1.515060404,,397.36,262.94,1.511695172,,411.8,275.2,1.496640456,,421.94,274.51,1.537719996,,417.86,270.48,1.545654541,,420.73,270.54,1.555771116
399,412.5466667,,273.352,,,,,407.58,272.63,1.495681236,,410.93,272.41,1.509088068,,411.58,272.88,1.508899719,,413.27,279.45,1.47933234,,410.43,274.73,1.494578566,,414.04,281.13,1.473526169,,407.79,270.53,1.50838663,,417.48,278.64,1.498934443,,406.65,269.29,1.51082968,,415.88,272.79,1.525277496,,409.45,273.88,1.49615527,,408.58,281.02,1.454625903,,414.64,269.23,1.540831171,,413.57,275.44,1.501928515,,413.78,277.67,1.491125658,,413.68,272.06,1.521124069,,411.7,268.33,1.53474692,,413.78,277.28,1.492751024,,416.59,268.11,1.554248609,,411.85,270.34,1.524123036,,406.34,267.72,1.51812945,,409.64,280.52,1.461071713,,417.89,276.42,1.512176942,,417.05,271.49,1.536608693,,413.31,273.53,1.511813361,,397.53,262.54,1.514801299,,411.9,275.34,1.496300939,,421.21,274.77,1.533478164,,418.32,270.75,1.545705817,,419.96,269.64,1.558180049
400,412.617,,273.4066667,,,,,408.38,273.28,1.495194784,,410.68,272.61,1.507098965,,411.08,272.66,1.508249208,,413.87,280.07,1.478265542,,410.5,275.19,1.492436036,,414.14,281.45,1.472154076,,407.92,270.35,1.509709366,,417.61,278.43,1.500438536,,406.72,269.02,1.512601693,,415.89,272.39,1.527603801,,409.2,273.4,1.498159315,,408.47,280.46,1.457277723,,414.37,269.29,1.539451608,,413.88,275.61,1.502081839,,413.59,277.2,1.492779688,,414.13,272.18,1.522083888,,411.39,268.47,1.532759929,,413.79,277.62,1.490970801,,417.18,268.77,1.552636814,,412.39,270.25,1.526605166,,406.18,267.58,1.51837677,,409.08,280.08,1.461196912,,417.64,276.88,1.508696441,,416.54,271.04,1.537277404,,413.5,272.98,1.515601266,,398.99,262.7,1.519444019,,412.63,276.37,1.49357358,,421.49,275.47,1.530651844,,417.74,271.47,1.539537466,,419.54,268.93,1.560540113
401,412.7513333,,273.4656667,,,,,408.46,273.25,1.495625881,,411.99,272.7,1.511435766,,411.04,272.62,1.50825272,,413.95,279.83,1.47980132,,409.65,274.71,1.491820697,,414.63,281.81,1.472174449,,407.26,269.36,1.512544296,,417.4,278.16,1.501122396,,405.95,269.01,1.509747215,,415.12,272.53,1.523971989,,409.88,273.43,1.500450795,,408.28,280.55,1.456085188,,414.77,269.5,1.539769502,,414.57,275.73,1.503863469,,414.15,277.22,1.494699953,,414.28,272.16,1.522702352,,412.05,268.92,1.532610376,,413.64,277.62,1.490470401,,417.08,268.71,1.55262473,,412.72,270.76,1.524895524,,406.34,268.51,1.5137267,,408.78,279.68,1.462144202,,418.74,277.81,1.507623423,,416.8,271.2,1.537242045,,414.09,273.42,1.515287163,,400.25,263.24,1.521177924,,411.8,275.58,1.494810262,,421.91,276.12,1.52855748,,417.78,271.16,1.5414417,,419.18,268.67,1.560656036
402,412.8946667,,273.4706667,,,,,408.63,273.12,1.496959234,,412.11,272.43,1.513387565,,410.59,272.48,1.50744767,,413.15,279.34,1.479583753,,409.29,274.5,1.491588026,,414.5,281.16,1.474998738,,407.58,269.62,1.512315405,,417.82,278.23,1.502270769,,406.57,269.76,1.508078998,,414.77,272.69,1.521783128,,410.19,273.62,1.50073846,,407.79,280.48,1.454891956,,415.41,269.09,1.544387738,,415.11,275.77,1.505707053,,414.02,277.2,1.494309145,,414.08,271.92,1.523105398,,412,268.99,1.53203875,,413.94,277.26,1.49342269,,417.69,269.09,1.552712091,,412.34,270.94,1.522540297,,406.8,268.6,1.515048886,,408.28,278.68,1.465543428,,419.22,277.89,1.50896249,,418.35,272.29,1.536890954,,414.26,273,1.518115985,,401.48,263.76,1.523071199,,411.87,275.1,1.497645968,,421.34,276.19,1.526012685,,418.41,271.35,1.542785804,,419.25,269.57,1.55573183
403,412.94,,273.361,,,,,408.77,272.33,1.501651313,,411.62,271.92,1.514424638,,410.53,272.37,1.507980347,,412.61,279.06,1.479047266,,408.8,274.28,1.491113504,,414.64,280.7,1.477853962,,407.52,269.03,1.515293478,,417.94,277.7,1.505558898,,406.62,269.76,1.50823413,,415.33,272.61,1.524326418,,410.31,272.85,1.505317485,,408.13,279.6,1.460464035,,415.82,269.37,1.544419175,,415.34,275.8,1.506460679,,414,276.85,1.496151968,,415.08,272.37,1.524411877,,411.88,269.84,1.526848568,,414.29,277.29,1.494449827,,417.52,268.41,1.55615336,,412.92,270.74,1.525853455,,406.21,268.38,1.514066505,,407.73,278.38,1.465128329,,418.42,277.85,1.506302609,,418.86,272.51,1.537749551,,413.69,273.36,1.514029138,,401.22,263.98,1.520707938,,412.04,275.31,1.497152607,,421.91,276.45,1.526754561,,419.45,271.54,1.545497788,,419,270.19,1.551207253
404,412.9536667,,273.322,,,,,410.71,272.73,1.506629865,,411.37,271.93,1.513326791,,410.31,272.13,1.508423174,,412.95,279.41,1.47852089,,408.88,274.27,1.49144454,,414.64,279.86,1.482393533,,406.91,268.68,1.514837403,,418.03,277.13,1.508978496,,407.24,269.56,1.511560524,,415.51,272.3,1.526755267,,410.53,273.16,1.504262428,,408.67,279.31,1.463965216,,415.76,269.75,1.542008544,,414.56,275.43,1.505574223,,414.42,276.56,1.499235083,,415.33,272.59,1.524201641,,411.29,269.37,1.527339116,,414.53,277.5,1.494152028,,416.54,267.72,1.556411461,,411.85,270.93,1.52071429,,406,268.55,1.512366649,,408.31,278.26,1.467907697,,418.6,277.95,1.506447338,,419.48,272.95,1.537716022,,412.92,273.56,1.510022633,,402.13,264.62,1.520593069,,412.32,275.46,1.497434367,,421.52,276.06,1.527780831,,419.8,271.59,1.546520118,,417.5,270.34,1.544755891
405,412.8796667,,273.2396667,,,,,411.47,272.78,1.509154786,,410.99,271.84,1.512503402,,410.68,271.89,1.51108617,,413.33,279.62,1.478736902,,408.45,273.8,1.492417043,,413.88,279.94,1.479231863,,406.79,268.34,1.516265189,,417.89,276.91,1.50950714,,407.45,269.31,1.513835806,,415.39,272.41,1.525742081,,410.47,272.42,1.507967158,,408.71,279.08,1.465360851,,416.16,270.24,1.540726577,,415.24,275.67,1.50668556,,413.5,276.12,1.498100758,,415.33,272.28,1.525764763,,411.46,269.41,1.527830086,,414.23,277.32,1.49395893,,416.71,267.79,1.556755727,,411.56,270.86,1.520113729,,406.39,268.81,1.512348832,,407.64,278.11,1.466223711,,417.72,278.49,1.500445187,,419.24,273.31,1.534693225,,413.49,273.79,1.510779624,,400.67,263.85,1.519295508,,412.53,275.21,1.499485986,,421.13,275.62,1.528782349,,420.18,271.48,1.548657222,,417.71,270.49,1.544684967
406,413.0136667,,273.3556667,,,,,412.22,272.47,1.513753507,,410.91,271.61,1.513402143,,410.3,272.1,1.508480006,,413.19,279.5,1.478752467,,408.57,274.16,1.490926229,,414.3,279.88,1.481089734,,407.06,269.17,1.512633863,,418.1,277.2,1.508639831,,407.49,269.28,1.514165439,,415.1,272.84,1.522380299,,411.15,272.83,1.508123255,,408.64,278.96,1.46574601,,416.93,270.38,1.542910254,,415.86,274.97,1.512825356,,414.24,276.39,1.499403379,,415.89,272.59,1.526166696,,411.23,269.35,1.527332378,,414.66,277.75,1.493327031,,415.9,267.56,1.55491948,,412.74,271.35,1.521862142,,405.67,269.07,1.508130976,,407.39,277.19,1.470108576,,418.26,279.09,1.499138298,,418.16,273.15,1.531500915,,414.17,274.28,1.510793876,,400.07,263.71,1.518081431,,412.17,275.25,1.497967574,,421.33,275.74,1.528785343,,420.54,271.67,1.548830706,,418.17,271.18,1.542484367
407,413.1063333,,273.3646667,,,,,413.99,272.53,1.52014657,,411.29,271.75,1.514169437,,410.27,272.39,1.506818173,,412.71,278.92,1.480142186,,408.65,273.94,1.49237422,,414.26,279.76,1.48162788,,407.97,270.02,1.5113269,,418.23,277.3,1.508716375,,407.96,269.83,1.512821579,,415.3,272.45,1.525324944,,410.62,271.92,1.511461747,,408.7,279.11,1.465027552,,417.42,270.62,1.54327536,,415.54,275.11,1.510919102,,414.28,276.38,1.499591465,,415.01,272.57,1.523026269,,411.57,269.58,1.527337765,,414.43,277.94,1.491498688,,415.95,268,1.552712085,,413.04,270.96,1.525098815,,406.33,269.42,1.508856288,,407.55,277.05,1.471465782,,418.1,279.29,1.497612659,,417,273.19,1.526898061,,414.71,274.37,1.512272223,,400.24,263.28,1.521238127,,411.68,274.72,1.498940707,,421.24,275.66,1.528832116,,420.68,271.77,1.54880146,,418.47,271.11,1.544108044
408,413.104,,273.2593333,,,,,415.1,273.22,1.520515197,,410.76,272.05,1.510450214,,409.66,272.38,1.504739218,,412.19,278.76,1.479200258,,408.72,274.02,1.492224736,,413.91,279.18,1.483400772,,407.94,270.78,1.507083621,,418.22,277.74,1.506403812,,408.43,269.46,1.516595821,,415.58,272.41,1.526731612,,411.55,271.35,1.518396622,,409.09,278.94,1.467389852,,417.32,270.31,1.544650092,,415.49,274.62,1.513520987,,414.37,276.67,1.498365368,,415.11,271.86,1.527525557,,411.32,269.89,1.524628525,,414.3,277.54,1.493060289,,415.83,267.6,1.554579365,,413.19,270.87,1.526176668,,406.12,269.3,1.508588914,,407.62,277.09,1.471409753,,418.37,279.16,1.499445219,,416.32,273.19,1.524449048,,414.69,273.47,1.517002983,,399.64,262.21,1.525025998,,411.62,274.73,1.49868049,,421.38,275.61,1.52942311,,420.8,272.27,1.546407276,,418.48,271.1,1.544178513
