Generation,Grand Mean #Beneficial,Standard Error Beneficial,Grand Mean #Detrimental,Standard Error Detrimental,Grand Mean #Fitness,Standard Error Fitness,,S1 Beneficial,S1 Detrimental,S1 Fitness,,S2 Beneficial ,S2 Detrimental,S2 Fitness,,S3 Beneficial ,S3 Detrimental,S3 Fitness,,S4 Beneficial ,S4 Detrimental,S4 Fitness,,S5 Beneficial ,S5 Detrimental,S5 Fitness,,S6 Beneficial ,S6 Detrimental,S6 Fitness,,S7 Beneficial ,S7 Detrimental,S7 Fitness,,S8 Beneficial ,S8 Detrimental,S8 Fitness,,S9 Beneficial ,S9 Detrimental,S9 Fitness,,S10 Beneficial ,S10 Detrimental,S10 Fitness,,S11 Beneficial ,S11 Detrimental,S11 Fitness,,S12 Beneficial ,S12 Detrimental,S12 Fitness,,S13 Beneficial ,S13 Detrimental,S13 Fitness,,S14 Beneficial ,S14 Detrimental,S14 Fitness,,S15 Beneficial ,S15 Detrimental,S15 Fitness,,S16 Beneficial ,S16 Detrimental,S16  Fitness,,S17 Beneficial ,S17 Detrimental,S17 Fitness,,S18 Beneficial ,S18 Detrimental,S18 Fitness,,S19 Beneficial ,S19 Detrimental,S19 Fitness,,S20 Beneficial ,S20 Detrimental,S20 Fitness,,S21 Beneficial ,S21 Detrimental,S21 Fitness,,S22 Beneficial ,S22 Detrimental,S22 Fitness,,S23 Beneficial ,S23 Detrimental,S23 Fitness,,S24 Beneficial ,S24 Detrimental,S24 Fitness,,S25 Beneficial ,S25 Detrimental,S25 Fitness,,S26 Beneficial ,S26 Detrimental,S26  Fitness,,S27 Beneficial ,S27 Detrimental,S27 Fitness,,S28 Beneficial ,S28 Detrimental,S28 Fitness,,S29 Beneficial ,S29 Detrimental,S29 Fitness,,S30 Beneficial ,S30 Detrimental,S30 Fitness
1901,416.5343333,,272.4956667,,,,,418.08,267.67,1.562631107,,418.93,279.59,1.498930901,,419.84,273.16,1.53818646,,418.11,278.07,1.504067148,,415.14,271.49,1.529708197,,411.12,264.8,1.553623691,,412.97,267.3,1.545720192,,406.14,268.64,1.512118984,,422.72,279.95,1.510379727,,418.81,271.47,1.543369497,,417.55,272.98,1.530190539,,416.33,269.23,1.547074309,,416.96,271.79,1.534703136,,418.65,275.75,1.518959722,,414.55,278.47,1.489019048,,415.89,272.52,1.5267659,,416.22,281.8,1.477487218,,417.28,281.08,1.485228383,,412.98,272.2,1.518171124,,415.73,270.85,1.536035824,,424.96,266.43,1.595633158,,427.97,272.62,1.570249617,,417.37,268.06,1.558174263,,411.73,264.68,1.556858856,,408.18,270.7,1.508410861,,414.39,274.61,1.50955231,,411.13,274.83,1.496540347,,415.29,264.45,1.57089776,,420.12,276.97,1.517513062,,420.89,272.71,1.54392705
1902,416.5766667,,272.5696667,,,,,417.9,267.27,1.56432598,,419.07,279.6,1.499352546,,419.05,273.19,1.535112658,,417.51,278.28,1.500735418,,415.73,272.19,1.528012937,,410.82,264.81,1.552347044,,412.91,267.08,1.546768213,,406.52,269.02,1.511500492,,422.73,280.44,1.507838142,,418.61,271.12,1.54454474,,417.52,272.9,1.530438168,,415.63,269.16,1.544799583,,416.54,271.41,1.535238527,,419.17,275.8,1.520623941,,415.47,278.79,1.490690187,,415.61,272.23,1.527370182,,416.34,281.68,1.478512803,,418.66,281.08,1.490093019,,414.12,272.69,1.519689998,,414.85,270.41,1.535079947,,424.92,267.11,1.591458718,,428.03,272.82,1.569347288,,417.23,267.9,1.558477567,,411.95,265.18,1.554615579,,408.98,270.83,1.510632521,,413.66,274.21,1.509074638,,411.57,275.13,1.496445638,,415.02,264.61,1.568923225,,420.14,277.43,1.515166945,,421.04,272.72,1.544412982
1903,416.5663333,,272.63,,,,,418.02,267.37,1.564260776,,418.75,279.45,1.49911389,,419.2,273.23,1.535466535,,418.5,278.81,1.501398362,,415.93,272.46,1.527194293,,411.04,264.99,1.551975712,,412.54,266.96,1.546147357,,406.18,268.79,1.511487703,,423.02,280.34,1.509434076,,419.03,271.94,1.54143564,,418.12,273.24,1.530627018,,416.26,268.81,1.549138402,,417.36,271.36,1.538527936,,418.8,276.17,1.517271994,,415.03,278.57,1.490276734,,416.65,272.45,1.530046572,,416.05,281.5,1.478378727,,418.54,281.1,1.489443456,,414.78,272.94,1.52066925,,415.6,270.61,1.536845398,,424.69,267.14,1.590452806,,427.79,273.11,1.566667374,,416.82,267.69,1.558126931,,410.31,265.22,1.548153011,,407.88,270.81,1.506710034,,413.14,274.14,1.50746952,,411.93,275.18,1.49759472,,414.52,264.54,1.567443155,,419.49,276.99,1.515132988,,421.02,272.99,1.542785846
1904,416.5066667,,272.6163333,,,,,417.82,267.65,1.561903107,,418.81,278.76,1.502909807,,419.79,272.95,1.539128718,,418.54,278.34,1.504126904,,415.7,272.9,1.523924178,,410.07,265,1.548218795,,412.85,266.8,1.548274619,,406.35,269.32,1.509063171,,422.79,280.17,1.509411916,,418.87,271.8,1.541693376,,418.34,273.13,1.532065159,,416.85,268.45,1.553333831,,417.23,270.97,1.540239298,,417.93,276.2,1.51390591,,414.04,278.28,1.488166829,,416.17,271.59,1.533030416,,415.79,281.07,1.47958603,,418.89,280.82,1.492214869,,415.32,273.22,1.521190871,,415.82,270.92,1.535832503,,424.36,267.49,1.587182743,,427.54,273.21,1.565177629,,416.55,268.22,1.554016048,,410.43,264.89,1.550473985,,408.09,271.12,1.505821913,,413.31,274.55,1.506037122,,412.6,275.38,1.498932309,,414.5,265.33,1.562801532,,418.42,276.89,1.511747636,,421.43,273.07,1.543883307
1905,416.5576667,,272.518,,,,,417.67,267.01,1.564971811,,419.75,279.01,1.505080498,,419.61,272.46,1.540943324,,418.65,278.45,1.503874668,,415.44,272.72,1.523972649,,410.39,265,1.549343954,,412.76,266.5,1.549566122,,406.32,269.69,1.50686662,,421.76,279.4,1.509945823,,419.33,272.4,1.540040729,,419.08,272.86,1.536201,,416.73,267.9,1.556031507,,416.63,271.36,1.535857396,,417.88,276.53,1.511907292,,414.07,277.98,1.489900321,,416.29,271.43,1.53436459,,415.87,281.06,1.479889815,,419.87,280.84,1.495741034,,415.58,273.57,1.520318173,,415.73,270.97,1.535215558,,424.89,267.22,1.591079982,,427.85,273.26,1.566049942,,416.74,267.96,1.556326132,,409.86,264.54,1.55024954,,407.37,270.73,1.50528762,,412.94,274.19,1.506604533,,412.9,275.11,1.501740329,,414.49,265.08,1.564252573,,418.48,277.14,1.510626648,,421.8,273.17,1.54479278
1906,416.439,,272.4596667,,,,,416.35,267.06,1.559799895,,419.51,279.26,1.503030863,,421.55,272.24,1.549475125,,419.39,279.5,1.50109452,,415.13,271.85,1.527677374,,409.51,264.7,1.547556959,,413.02,266.42,1.551009039,,406.57,269.81,1.507158814,,421.87,279.77,1.508403767,,418.88,272.53,1.537539314,,419.55,272.87,1.537817823,,416.69,267.61,1.557628377,,416.48,271.06,1.536938025,,417,276.43,1.509209511,,412.95,277.94,1.486201186,,416.81,271.61,1.535477987,,416.23,281.4,1.479416821,,419.71,279.36,1.502916026,,414.34,273.19,1.517622194,,415.59,271.4,1.532382381,,424.27,266.96,1.59013051,,427.65,273.57,1.563447186,,417.03,268.1,1.556585335,,408.57,263.81,1.549545076,,407.63,270.75,1.506334081,,413.61,274.85,1.505477287,,412.23,274.53,1.502504186,,415.55,265.4,1.566426305,,417.84,276.69,1.510639834,,421.66,273.12,1.544747945
1907,416.5493333,,272.5723333,,,,,417.02,267.49,1.559785498,,419.79,278.79,1.506639619,,420.27,271.81,1.547018893,,419.38,279.91,1.498859294,,414.65,272.73,1.520937348,,409.62,264.93,1.546620358,,412.41,265.86,1.551946865,,406.84,270.36,1.5051016,,421.78,279.36,1.510587812,,419.65,272.87,1.538527122,,419.01,273.42,1.532848528,,417.39,268.22,1.556693818,,416.87,271.69,1.534799527,,418.04,276.3,1.513692,,413.24,278.44,1.484651677,,416.68,271.68,1.534590988,,417.22,281.52,1.482324066,,420.59,279.41,1.505826508,,414.28,273.09,1.518067094,,415.64,271.3,1.532794701,,423.94,266.84,1.589501838,,427.43,273.9,1.560830923,,417.03,268.19,1.556030663,,410.11,263.87,1.554956219,,407.36,270.51,1.506658989,,413.75,274.71,1.506739775,,412.46,274.62,1.502855962,,415.37,266,1.562286084,,417.65,276.83,1.509185023,,421.01,272.52,1.545759649
1908,416.5846667,,272.7233333,,,,,417.24,268.36,1.555555153,,419.06,278.55,1.505101174,,421.46,272.11,1.549697855,,419.7,280.24,1.498029015,,415,273.08,1.520228759,,409.77,265.19,1.545702889,,412.86,266.24,1.551357605,,407.29,270.36,1.506859498,,420.99,280.05,1.504073908,,419.74,272.84,1.539078094,,419.26,273.76,1.531864226,,417.28,268.1,1.55688894,,416.92,272.03,1.533174949,,417.87,275.8,1.516060722,,413.66,278.19,1.487623627,,416.77,271.66,1.535031873,,417.57,282.09,1.480541891,,420.25,279.28,1.505181085,,414.09,273.09,1.517326259,,414.99,270.87,1.532643095,,423.28,267.42,1.583571899,,427.18,273.95,1.559742039,,417.22,267.83,1.558869988,,410.76,263.95,1.557096256,,407.98,271.61,1.503085627,,413.15,275.4,1.500808191,,412.37,274.26,1.504482162,,415.87,266.46,1.561439894,,417.45,276.57,1.509983919,,420.51,272.36,1.545101329
1909,416.6896667,,272.8343333,,,,,417.37,268.43,1.555759229,,418.35,278.03,1.505318264,,422.94,272.19,1.55480244,,420.09,280.45,1.498361371,,415.68,273.4,1.520997517,,410.25,265.6,1.545149577,,412.75,266.01,1.552221372,,407.37,270.66,1.505480972,,421.37,280.29,1.504041826,,419.87,273.7,1.534801587,,420.01,274.21,1.532115511,,416.93,267.9,1.556612317,,417.14,271.65,1.536325981,,418.32,275.69,1.518307546,,414.09,278.44,1.487750913,,416.33,271.91,1.53193358,,417.92,282.22,1.481116712,,420.18,279.48,1.503874449,,413.68,272.74,1.517665957,,414.37,271.26,1.528178528,,422.89,267.35,1.582525858,,427,273.97,1.559119557,,417.99,267.66,1.562784929,,410.38,264.28,1.553678568,,408.73,272.83,1.499110945,,413.39,275.15,1.503125705,,412.54,274.49,1.503792436,,415.2,266.37,1.559432849,,417.24,276,1.512258258,,420.32,272.67,1.542672424
1910,416.476,,272.714,,,,,417.2,268.35,1.555469107,,418.36,277.95,1.505860964,,423,272.17,1.555139776,,421.07,280.55,1.501388986,,416.73,274.14,1.520777963,,408.94,265.12,1.542874984,,412.23,265.99,1.550282243,,407.47,271.02,1.503854933,,420.75,279.41,1.506399789,,419.81,273.57,1.535318595,,420.32,274.94,1.529209671,,416.88,268.04,1.555695177,,416.76,271.39,1.536364469,,417.97,275.1,1.520272634,,413.84,278.32,1.48736598,,415.54,271.86,1.529198658,,417.55,282.89,1.476346364,,419.58,279.29,1.502753841,,412.67,271.62,1.520328556,,413.78,270.91,1.527847854,,422.86,266.74,1.585969766,,426.57,274.23,1.556091932,,418,267.66,1.562764906,,409.95,264.23,1.552332701,,408.86,272.17,1.503231812,,412.75,274.83,1.502367187,,412.46,274.22,1.505077957,,414.71,266.37,1.557466854,,417.15,276.19,1.510908866,,420.52,272.15,1.546304638
1911,416.5863333,,272.6773333,,,,,416.93,268.32,1.554659796,,419.3,277.49,1.511853337,,424.06,272.41,1.557660791,,421.29,280.5,1.502445792,,417.21,274.02,1.523136516,,409.71,265.73,1.54225946,,411.52,265.63,1.549636984,,407.26,271.58,1.500104043,,420.79,279.97,1.503583721,,420.17,273.53,1.536886135,,420.93,275.51,1.528432187,,416.46,267.75,1.555718143,,416.38,271.4,1.534718602,,418.11,274.43,1.524609734,,414.08,277.89,1.490417563,,415,272.02,1.52626922,,417.69,282.69,1.477825697,,420.08,279.61,1.502966211,,412.89,271.63,1.521120853,,414.15,271.29,1.527169914,,423.01,266.22,1.589608905,,425.98,274.1,1.554714622,,418.28,267.67,1.563755887,,409.61,263.31,1.556550467,,409.28,273.1,1.499735548,,412.76,274.33,1.505284266,,412.27,274.41,1.503367643,,414.69,266.2,1.558619775,,416.89,275.62,1.513084429,,420.81,271.96,1.548422545
1912,416.5106667,,272.6326667,,,,,416.71,267.66,1.557574091,,419.39,276.36,1.518172492,,424.05,272.29,1.558339208,,421.15,280.42,1.502341896,,416.88,274.03,1.521871157,,409.94,265.87,1.54235536,,412.08,266,1.549756389,,407.87,271.64,1.502016773,,419.42,279.47,1.501209183,,419.47,273.33,1.535323891,,420.54,275.85,1.525032712,,415.84,267.71,1.553556679,,416.23,271.42,1.534060089,,418.95,274.79,1.525610717,,414.01,278.09,1.489146235,,415.7,272.8,1.524523228,,417.74,282.42,1.479446972,,420.38,279.44,1.504996015,,412.19,271.46,1.51936266,,413.13,270.94,1.525232756,,423.14,266,1.591335229,,426.15,274.34,1.553994614,,418.17,267.3,1.565506022,,409.29,263.51,1.554226761,,408.37,272.58,1.499302253,,413.24,274.2,1.507973953,,412.47,274.52,1.503451746,,414.55,266.41,1.556903053,,417.26,275.81,1.513533095,,421.01,272.32,1.547050694
1913,416.4143333,,272.6666667,,,,,416.14,267.85,1.554237578,,418.9,275.96,1.518441081,,425.08,272.17,1.56295489,,420.97,280.48,1.501230763,,415.84,273.83,1.519003445,,409.82,265.68,1.543063555,,411.81,266.07,1.548338313,,407.89,270.88,1.506350424,,419.16,279.47,1.500488796,,419.53,273.94,1.532133122,,421.41,276.25,1.526071901,,415.69,268.34,1.549367608,,416.87,271.57,1.535676588,,418.02,274.15,1.525670042,,413.98,278.48,1.486974898,,415.5,272.6,1.524849989,,417.69,282.08,1.481146489,,420.36,280.16,1.501055799,,412.73,271.92,1.518885949,,413.33,271.05,1.525352256,,422.43,265.93,1.589089383,,426.8,273.89,1.558794773,,418.43,267.81,1.563457854,,409.01,264,1.550224367,,407.6,272.54,1.496514989,,413.46,274.27,1.508520463,,412.59,274.85,1.502094514,,413.91,266.13,1.556010948,,416.92,275.89,1.511859548,,420.56,271.76,1.548455334
1914,416.4513333,,272.6953333,,,,,415.31,267.64,1.55240056,,419.21,275.75,1.520630054,,425.98,272.17,1.566377288,,420.13,280.35,1.498914002,,416.33,273.99,1.519957259,,409.69,265.87,1.541457662,,411.93,266.42,1.546918,,408.19,271.56,1.503819179,,419.65,280.4,1.497478092,,419.43,274.01,1.531336755,,421.51,276.06,1.527516726,,416.24,268.82,1.548726817,,416.39,271.15,1.5360608,,418.65,274.69,1.525084686,,414.33,279.35,1.483606066,,415.82,272.66,1.525906718,,418.07,282.79,1.478871847,,420.52,279.97,1.502595905,,413.71,272.05,1.522096666,,413.18,271.04,1.524902529,,422.02,266.03,1.586999443,,426.41,273.9,1.557273179,,417.91,267.87,1.561098663,,408.11,263.03,1.552380732,,407.68,272.66,1.496089126,,413.95,273.38,1.51517645,,412.27,274.12,1.505063891,,414.49,266.11,1.558433898,,416.66,275.95,1.510620825,,419.77,271.07,1.549466805
1915,416.3543333,,272.65,,,,,414.76,268.18,1.547171618,,419.46,275.9,1.520636844,,425.8,271.94,1.566959948,,420.49,280.65,1.498672832,,416.07,273.74,1.520322192,,409.91,265.91,1.542059168,,411.63,266.62,1.544490775,,408.57,271.19,1.50731666,,419.53,280.4,1.4969547,,419.16,273.73,1.531921966,,421.69,275.67,1.530304979,,416.15,269.34,1.545439466,,416.84,271.16,1.537651412,,418.12,275.42,1.518976674,,413.93,279.15,1.483245659,,416.09,272.54,1.527531968,,417.07,282.51,1.476680491,,420.6,280.27,1.50137076,,413.54,272.08,1.52130691,,412.86,271.02,1.523755287,,421.46,265.83,1.586185196,,426.08,274.31,1.553787624,,416.96,267.7,1.558445717,,407.75,262.27,1.555236448,,407.63,272.51,1.496624599,,413.94,272.63,1.519413833,,414.09,274.27,1.51086437,,414.18,265.98,1.557846257,,416.91,275.23,1.515429441,,419.36,271.35,1.546297822
1916,416.4786667,,272.6763333,,,,,413.63,268.3,1.542292575,,420.63,276.21,1.523164718,,426.69,272.16,1.569027571,,420.47,281.3,1.495249268,,416.2,273.69,1.521102209,,410.72,265.86,1.545441901,,412.09,266.34,1.547951976,,409.36,270.67,1.513284666,,420.02,280.79,1.496556044,,418.51,273.91,1.528624586,,422.2,275.24,1.53467912,,416.71,270.46,1.54126628,,417.45,271.31,1.539119743,,418,274.9,1.521494605,,413.52,279.32,1.480864927,,415.56,272.39,1.526341691,,417.55,282.3,1.479485786,,421.13,280.21,1.503563401,,412.61,272.13,1.517440623,,414.03,271.71,1.524122135,,420.33,265.27,1.585116409,,426.26,274.42,1.553935217,,416.77,267.7,1.557789024,,407.33,262.32,1.553219202,,408.1,272.87,1.496559044,,413.57,272.01,1.521340448,,413.74,274.07,1.510612611,,414.57,266.31,1.557328779,,416.9,274.96,1.517009594,,419.71,271.16,1.548991206
1917,416.552,,272.6503333,,,,,414.41,268.6,1.543548845,,421.73,276.99,1.522889465,,426.96,272.54,1.567714028,,420.43,280.95,1.496928247,,417.16,273.53,1.525553467,,409.87,265.69,1.543183077,,412.8,266.36,1.550633839,,408.96,270.65,1.512042225,,420.21,280.56,1.498586953,,417.72,273.48,1.528105676,,422.49,274.93,1.537455928,,416.64,270.23,1.542355765,,417.31,271.2,1.539266681,,417.14,274.38,1.521086421,,413.81,280.13,1.477748082,,417.31,272.88,1.530315519,,417.02,281.95,1.479381072,,421.08,280.66,1.500879763,,411.61,272.1,1.513836423,,413.93,271.93,1.52268248,,420.27,265.2,1.585461624,,425.5,274.1,1.552907959,,417.8,267.28,1.564037009,,406.9,262.15,1.552489828,,408.71,272.7,1.499976551,,414.16,272.37,1.521360637,,413.29,274.12,1.508593096,,414.91,266.92,1.555090407,,417.04,274.42,1.52034059,,419.39,270.51,1.551714972
1918,416.7116667,,272.7503333,,,,,415.8,269.61,1.543126412,,422.89,277.34,1.525329777,,427.61,272.32,1.571486346,,420.37,281.12,1.495906728,,417.59,273.46,1.527438465,,409.87,265.89,1.541907865,,412,266.29,1.548030291,,408.52,271.11,1.507795511,,421.1,281.02,1.499271968,,417.05,273.56,1.525189998,,422.45,274.84,1.537860858,,416.81,270.66,1.540484415,,417.71,271,1.54178626,,417.2,274.72,1.519384558,,413.49,280.32,1.475727873,,416.97,272.03,1.533844582,,418.72,282.78,1.481169919,,421.27,281,1.499797409,,412.96,272.6,1.516198592,,413.89,272.12,1.521517479,,419.91,265.32,1.58355455,,425.23,273.57,1.554961177,,417.86,267.5,1.563013773,,406.11,261.44,1.553710471,,408.77,273.01,1.498419126,,414.41,272.36,1.52243675,,413.71,274.01,1.510664917,,414.8,267.12,1.553511851,,416.76,273.94,1.521926123,,419.52,270.45,1.552451055
1919,416.7953333,,272.7093333,,,,,415.85,268.77,1.548184856,,423.27,277.46,1.526109607,,427.24,271.83,1.572871671,,420.27,280.63,1.498248582,,417.88,273.67,1.527507771,,409.46,265.92,1.54022271,,412.12,266.05,1.54989608,,408.39,270.7,1.509533674,,422.83,282.39,1.498291957,,416.61,273.51,1.523805509,,422.41,274.97,1.536943879,,417.02,271.1,1.538811665,,417.75,271.43,1.539414792,,417.45,274.27,1.52287992,,413.47,280.7,1.473715355,,417.08,272.2,1.533225295,,419.16,282.82,1.482561094,,421.2,281.08,1.499079071,,413.05,271.54,1.522326293,,414.58,272.21,1.523477369,,419.98,266.05,1.579499276,,424.99,273.72,1.553169602,,417.32,267.21,1.562636499,,406.43,261.81,1.552911541,,409.69,273.25,1.500578407,,414.77,271.62,1.527700871,,413.27,273.95,1.509326616,,415.18,266.97,1.555841734,,417.5,274.19,1.523246158,,417.64,269.26,1.552102428
1920,416.7766667,,272.752,,,,,416.63,269.08,1.549284643,,423.98,277.97,1.525857875,,427.81,271.95,1.574357091,,419.48,280.6,1.495497829,,418.23,273.72,1.528505114,,408.79,266.36,1.535197213,,412.5,265.41,1.555010015,,408.4,270.06,1.513189054,,422.42,282.03,1.498684688,,416.46,273.5,1.523240678,,422.77,274.8,1.539316972,,416.43,270.44,1.540437731,,417.72,271.33,1.539846953,,417.32,273.91,1.524287447,,413.17,280.71,1.472569608,,417.48,272.67,1.532140213,,419.08,283.07,1.480989781,,421.79,281.11,1.501151235,,412.42,271.35,1.520994585,,414.54,272.29,1.522924007,,420.28,266.61,1.577406498,,424.97,273.99,1.55161956,,416.99,267.2,1.561405244,,406.49,262.04,1.551833886,,410.03,273.09,1.502768758,,415.16,271.47,1.529990401,,412.86,274.47,1.504933247,,414.76,267.38,1.551879095,,417.28,274.86,1.51878756,,417.06,269.09,1.550924885
1921,416.7893333,,272.6433333,,,,,416.62,269.44,1.547080207,,424.45,277.74,1.528782735,,427.75,271.28,1.578015555,,419.61,280.72,1.495478564,,418.07,273.59,1.528684263,,409.53,267.04,1.534071628,,412.86,265.67,1.554911416,,408.43,270.19,1.51265456,,421.27,280.11,1.504727114,,416.08,273.1,1.524105638,,422.74,274.71,1.539759322,,415.79,270.24,1.539085423,,418.28,271.59,1.540426582,,417.15,273.99,1.523188545,,413.26,280,1.476596752,,417.83,272.76,1.532671411,,419.03,282.54,1.483619532,,422.03,281.45,1.500201672,,410.98,270.45,1.520652709,,414.91,273.04,1.520088938,,419.74,266.98,1.573380321,,425.53,273.64,1.555499116,,417.08,267.03,1.562725801,,408.15,261.74,1.559874117,,410.59,273.22,1.504562707,,414.87,271.27,1.530035184,,412.24,274.49,1.502521281,,415.43,267.42,1.554327523,,416.89,274.81,1.517592488,,416.49,269.05,1.548946701
1922,416.8216667,,272.5783333,,,,,416.84,269.82,1.545617098,,424.17,278.13,1.525573893,,427.87,270.57,1.582584542,,418.81,280.44,1.494089794,,419.74,273.75,1.533921906,,409.71,267.67,1.531220571,,412.41,265.35,1.555074032,,408.55,270.51,1.511123968,,421.73,280.22,1.50578841,,415.65,273.25,1.521661484,,422.15,274.96,1.536298782,,415.91,269.89,1.541632136,,417.87,271.84,1.537520788,,417.86,274.01,1.525553176,,412.73,279.62,1.476641275,,418.27,272.97,1.533203581,,419.6,282.58,1.485508978,,422.1,281.17,1.501968401,,411.54,269.43,1.528487044,,414.51,273.15,1.518023089,,419.43,266.78,1.573244731,,424.73,273.4,1.553866307,,416.79,267.11,1.561182679,,409.2,261.96,1.562429738,,410.29,272.99,1.504735437,,414.15,271.05,1.528595046,,412.66,274.23,1.505333664,,415.71,267.2,1.556645597,,417.02,273.99,1.522585144,,416.65,269.31,1.548205119
1923,416.841,,272.5623333,,,,,417.03,269.27,1.549521363,,423.81,278.07,1.524635247,,428.09,270.31,1.585163029,,417.94,279.28,1.497153098,,419.75,273.95,1.532898007,,409.9,268.11,1.529322654,,412.7,265.56,1.55494576,,409.3,270.7,1.512794543,,421.24,280.59,1.5020631,,415.32,273.4,1.519652852,,422.04,275.23,1.534348905,,416.27,269.9,1.542887794,,418.16,272.92,1.53259164,,418.14,274.13,1.526014062,,412.71,279.32,1.47809256,,418.77,272.86,1.535656678,,419.65,282.74,1.48487656,,421.94,280.35,1.505705132,,411.26,269,1.529785852,,414.25,273.36,1.516148045,,418.86,266.19,1.574625349,,425.08,273.35,1.555402136,,416.2,266.95,1.5599747,,409.94,262.65,1.561382361,,410.07,272.73,1.505302448,,414.03,271.51,1.525633479,,413,274,1.507935799,,416.21,267.53,1.556828961,,417.01,274.05,1.522203398,,416.56,268.86,1.550406741
1924,416.752,,272.4073333,,,,,416.98,269.31,1.549149303,,423.76,277.54,1.527407208,,426.8,269.64,1.584078373,,418.74,280.23,1.495129878,,419.61,273.93,1.532336843,,410.84,269,1.527883937,,412.81,265.55,1.555348606,,409.6,270.75,1.513633983,,419.49,279.5,1.501544836,,415.04,273.29,1.519285607,,421.74,275.07,1.533990968,,416.7,270.07,1.543722626,,417.91,272.72,1.532718036,,418.51,274.07,1.527623293,,412.01,279.17,1.47635394,,418.42,272.6,1.535807119,,419.8,281.92,1.489653691,,421.98,280.17,1.506849861,,411.1,269.29,1.527505948,,413.67,272.84,1.516766313,,418.04,266.03,1.572467596,,424.73,273.03,1.556013648,,416.58,267.07,1.560646165,,409.41,262.41,1.560723484,,410.99,272.43,1.510253865,,414.01,271.25,1.52688661,,414.06,274.49,1.509116222,,416.58,267.15,1.560591677,,416.94,274.06,1.521809866,,415.71,267.64,1.554089585
1925,416.844,,272.465,,,,,417.11,269.2,1.550175918,,424.05,277.9,1.526623365,,427.01,269.73,1.584471025,,419.04,279.88,1.497723708,,420.29,273.89,1.535050058,,410.98,269,1.52849551,,413.49,265.59,1.558150134,,410.06,270.48,1.516710072,,419.68,279.21,1.503828006,,414.73,273.12,1.519015019,,421.32,275.62,1.529466733,,416.57,270.51,1.540663877,,417.28,273.15,1.527941906,,418.56,273.99,1.528235891,,411.49,278.99,1.475304316,,419.32,273.44,1.534542154,,420.04,282.32,1.488274801,,421.39,280.3,1.504046759,,411.35,269.09,1.529543342,,414.3,273.38,1.516192613,,417.51,265.07,1.575958669,,424.81,273.27,1.554944314,,416.35,266.78,1.561525757,,408.45,262.29,1.557737464,,411.65,272.36,1.512860728,,414.07,271.39,1.526209346,,413.19,273.53,1.511110591,,417.27,267.52,1.561066953,,417.5,274.64,1.520702478,,416.46,268.31,1.552989621
1926,416.9153333,,272.4463333,,,,,417.88,268.92,1.554689518,,423.79,278,1.525229382,,426.74,269.09,1.586977786,,418.99,280.08,1.496614112,,419.98,274.18,1.532269077,,411.96,268.91,1.53272256,,412.68,265.57,1.555297618,,410.41,269.96,1.520803011,,418.25,278.31,1.503585851,,414.21,273.16,1.51696158,,421.02,275.84,1.527120652,,416.07,270.06,1.541349396,,418.49,273.6,1.529978858,,418.51,273.91,1.528471246,,410.88,279.48,1.470551122,,419.34,273.13,1.536316882,,420.14,282.51,1.48761672,,421.63,280.06,1.50613002,,411.66,269.06,1.530845985,,415.34,274.05,1.516254581,,418.22,265,1.578963336,,424.92,273.38,1.554745223,,416.01,266.41,1.562269453,,407.36,262.7,1.551045532,,411.34,272.18,1.512527606,,414.35,270.85,1.530266827,,414.12,273.48,1.514925004,,418.19,267.91,1.562372194,,418.21,274.78,1.52264569,,416.77,268.82,1.551135342
1927,416.9966667,,272.368,,,,,417.49,268.24,1.557058955,,424.21,277.2,1.531094532,,426.32,268.48,1.58888304,,419.45,279.65,1.50052993,,420.05,274.39,1.53144457,,413.06,269.4,1.534074695,,414.1,264.38,1.568090135,,409.95,270.43,1.516489938,,418.92,278.78,1.503433418,,414.56,272.83,1.520033672,,421.04,276.09,1.526020002,,416.1,270.28,1.540189853,,417.7,273.56,1.527209321,,417.93,274.34,1.523907004,,410.83,280.08,1.467199569,,419.42,272.37,1.540633345,,420.83,282.01,1.492637183,,421.47,280.79,1.501803376,,411.16,268.58,1.531710349,,414.69,273.51,1.516803131,,418.57,264.99,1.58023896,,424.52,273.6,1.551999687,,415.7,265.95,1.563727971,,408.29,263.21,1.551889561,,411.4,272.13,1.513023814,,415.03,271.02,1.531765433,,413.72,273.84,1.511468728,,417.97,267.19,1.565635008,,418.68,275.26,1.521845593,,416.74,268.46,1.55308069
1928,417.1173333,,272.3643333,,,,,417.84,268.35,1.557503082,,424.26,276.8,1.533609789,,427.15,268.95,1.589063256,,418.97,279.53,1.49930857,,420.18,274.5,1.531418846,,412.01,269,1.532269209,,414.37,264.33,1.569412392,,409.88,270.96,1.513221722,,418.44,279.1,1.499850684,,414.38,272.92,1.5188811,,421.53,275.42,1.531616195,,416.72,270.57,1.541016894,,418.01,274.1,1.525376784,,417.56,274.38,1.522377598,,410.57,279.86,1.467454168,,420.18,272.84,1.540797483,,421.51,282.24,1.493799632,,422.57,280.18,1.508964689,,411.6,268.36,1.534592325,,414.51,273.64,1.515381222,,418.49,264.94,1.580258761,,423.96,274.24,1.546427495,,416.16,266.02,1.565151811,,408.9,262.94,1.555983661,,411.86,271.23,1.520032589,,416.09,271.61,1.532419295,,412.5,273.36,1.509580577,,418.52,267.49,1.565894134,,418.46,274.6,1.524726535,,416.34,268.47,1.551457675
